1750000,3287854680923,8,9,0,9,0,0,8,0,0,0,0
1750001,3286599212561,3,9,0,4,0,0,3,0,0,0,0
1750002,3287184094210,14,9,0,15,0,0,14,0,0,0,0
1750003,3286722965872,1,9,0,2,0,0,1,0,0,0,0
1750004,3286402167545,0,9,0,1,0,0,0,0,0,0,0
1750005,3286395899230,0,9,0,1,0,0,0,0,0,0,0
1750006,3286389630928,0,9,0,1,0,0,0,0,0,0,0
1750007,3286585712637,4,9,0,5,0,0,4,0,0,0,0
1750008,3286377094358,0,9,0,1,0,0,0,0,0,0,0
1750009,3286370826091,0,9,0,1,0,0,0,0,0,0,0
1750010,3287228547836,9,9,0,10,0,0,9,0,0,0,0
1750011,3288265739593,9,9,0,10,0,0,9,0,0,0,0
1750012,3286352021362,0,9,0,1,0,0,0,0,0,0,0
1750013,3289262543143,5,9,0,6,0,0,5,0,0,0,0
1750014,3286439834936,2,9,0,3,0,0,2,0,0,0,0
1750015,3286333216741,0,9,0,1,0,0,0,0,0,0,0
1750016,3286326948558,0,9,0,1,0,0,0,0,0,0,0
1750017,3287686930387,7,9,0,8,0,0,7,0,0,0,0
1750018,3286914632227,7,9,0,8,0,0,7,0,0,0,0
1750019,3286308144080,0,9,0,1,0,0,0,0,0,0,0
1750020,3286805465945,10,9,0,11,0,0,10,0,0,0,0
1750021,3286419337821,3,9,0,4,0,0,3,0,0,0,0
1750022,3286592109710,6,9,0,7,0,0,6,0,0,0,0
1750023,3286283071611,0,9,0,1,0,0,0,0,0,0,0
1750024,3287482173523,17,9,0,18,0,0,17,0,0,0,0
1750025,3286312455447,1,9,0,2,0,0,1,0,0,0,0
1750026,3286305327384,1,9,0,2,0,0,1,0,0,0,0
1750027,3286376709332,2,9,0,3,0,0,2,0,0,0,0
1750028,3286334661292,2,9,0,3,0,0,2,0,0,0,0
1750029,3286245463265,0,9,0,1,0,0,0,0,0,0,0
1750030,3286376685249,2,9,0,3,0,0,2,0,0,0,0
