1450000,5823631232403,0,6,0,1,0,0,0,0,0,0,0
1450001,5852881424708,2,6,0,3,1,1,0,0,0,0,0
1450002,5836654217034,1,6,0,2,0,1,0,0,0,0,0
1450003,5929915109381,7,6,0,8,4,3,0,0,0,0,0
1450004,5869677201750,3,6,0,4,1,2,0,0,0,0,0
1450005,6194298541857,20,6,0,21,5,15,0,0,0,0,0
1450006,5858507086563,2,6,0,3,0,2,0,0,0,0,0
1450007,6007351028995,8,6,0,9,3,5,0,0,0,0,0
1450008,5885041171448,3,6,0,4,0,3,0,0,0,0,0
1450009,5861735063922,3,6,0,4,1,2,0,0,0,0,0
1450010,6074015866418,13,6,0,14,5,8,0,0,0,0,0
1450011,6128177808935,20,6,0,21,4,16,0,0,0,0,0
1450012,6111937541473,16,6,0,17,7,9,0,0,0,0,0
1450013,5826747994032,1,6,0,2,0,1,0,0,0,0,0
1450014,5856736886612,2,6,0,3,0,2,0,0,0,0,0
1450015,5823464619214,0,6,0,1,0,0,0,0,0,0,0
1450016,5956250851837,10,6,0,11,3,7,0,0,0,0,0
1450017,5871145844480,2,6,0,3,1,1,0,0,0,0,0
1450018,5970052137146,9,6,0,10,4,5,0,0,0,0,0
1450019,6078756269832,12,6,0,13,6,6,0,0,0,0,0
1450020,5936566602539,5,6,0,6,3,2,0,0,0,0,0
1450021,5853214295268,1,6,0,2,0,1,0,0,0,0,0
1450022,6027583908018,12,6,0,13,4,8,0,0,0,0,0
1450023,5969465040789,4,6,0,5,2,2,0,0,0,0,0
1450024,5893903393581,4,6,0,5,1,3,0,0,0,0,0
1450025,5823353546394,0,6,0,1,0,0,0,0,0,0,0
1450026,5974693639229,9,6,0,10,4,5,0,0,0,0,0
1450027,6027166132085,9,6,0,10,4,5,0,0,0,0,0
1450028,5869409504962,3,6,0,4,1,2,0,0,0,0,0
1450029,6183879177860,22,6,0,23,6,16,0,0,0,0,0
1450030,5893412950779,7,6,0,8,0,7,0,0,0,0,0
1450031,5902710520254,5,6,0,6,1,4,0,0,0,0,0
1450032,5883141398469,3,6,0,4,0,3,0,0,0,0,0
1450033,6182902231452,20,6,0,21,6,14,0,0,0,0,0
1450034,6009528624456,9,6,0,10,5,4,0,0,0,0,0
1450035,5836287137481,1,6,0,2,0,1,0,0,0,0,0
1450036,5876388350527,3,6,0,4,1,2,0,0,0,0,0
1450037,5862264363595,2,6,0,3,1,1,0,0,0,0,0
1450038,6217713936684,20,6,0,21,6,14,0,0,0,0,0
1450039,5883198069794,2,6,0,3,1,1,0,0,0,0,0
1450040,5826447982925,1,6,0,2,0,1,0,0,0,0,0
1450041,5823175856077,0,6,0,1,0,0,0,0,0,0,0
1450042,5999431159251,9,6,0,10,4,5,0,0,0,0,0
1450043,5858791932445,3,6,0,4,2,1,0,0,0,0,0
1450044,5849230695661,2,6,0,3,0,2,0,0,0,0,0
1450045,5823131428898,0,6,0,1,0,0,0,0,0,0,0
1450046,5839192492156,2,6,0,3,1,1,0,0,0,0,0
1450047,5866201265436,4,6,0,5,1,3,0,0,0,0,0
1450048,6047402468736,6,6,0,7,2,4,0,0,0,0,0
1450049,6138563314019,23,6,0,24,9,14,0,0,0,0,0
1450050,6125646915910,11,6,0,12,4,7,0,0,0,0,0
1450051,6236516067343,20,6,0,21,7,13,0,0,0,0,0
1450052,6763621425038,23,6,0,24,20,3,0,0,0,0,0
1450053,6144930806236,4,6,0,5,2,2,0,0,0,0,0
1450054,6218781016048,6,6,0,7,5,1,0,0,0,0,0
1450055,6154241556379,3,6,0,4,2,1,0,0,0,0,0
