2350003,28,21.897332906723022,2024-5-31--19:12
2350003,28,25.109036922454834,2024-5-31--19:15
2350004,42,95.08842015266418,2024-5-31--19:16
2350005,23,26.093597173690796,2024-5-31--19:17
3000001,37,29.183919429779053,2024-6-6--17:47:25
3000002,7,3.0829684734344482,2024-6-6--17:47:28
3000003,0,0.003935098648071289,2024-6-6--17:47:28
3000004,70,44.326220750808716,2024-6-6--17:48:12
3000001,37,19.340030193328857,2024-6-6--18:1:39
3000002,7,2.1285996437072754,2024-6-6--18:1:42
3000003,0,0.0033311843872070312,2024-6-6--18:1:42
3000004,70,32.88672924041748,2024-6-6--18:2:14
3000005,111,58.9976487159729,2024-6-6--18:3:13
3000006,0,0.0038716793060302734,2024-6-6--18:3:13
3000007,2,0.7474846839904785,2024-6-6--18:3:14
3165435,15,6.632267713546753,2024-6-6--18:4:36
3165436,103,55.309699058532715,2024-6-6--18:5:32
3165335,38,17.58050537109375,2024-6-6--18:7:17
3165336,70,32.97306990623474,2024-6-6--18:7:50
3165337,13,9.450359582901001,2024-6-6--18:7:59
3165338,13,5.143684387207031,2024-6-6--18:8:5
3165339,2,0.6025903224945068,2024-6-6--18:8:5
3165340,45,20.179259300231934,2024-6-6--18:8:25
3165341,71,36.75454092025757,2024-6-6--18:9:2
3165342,116,63.420125007629395,2024-6-6--18:10:6
3165343,12,5.9645609855651855,2024-6-6--18:10:11
3165344,101,51.76553416252136,2024-6-6--18:11:3
3165345,46,19.36039900779724,2024-6-6--18:11:23
3165346,12,5.09405517578125,2024-6-6--18:11:28
3165347,27,16.354414224624634,2024-6-6--18:11:44
3165348,46,26.272422552108765,2024-6-6--18:12:10
3165349,38,15.307963609695435,2024-6-6--18:12:26
3165350,2,0.5519630908966064,2024-6-6--18:12:26
3165351,49,22.867456674575806,2024-6-6--18:12:49
3165352,2,1.004408359527588,2024-6-6--18:12:50
3165353,17,7.304511785507202,2024-6-6--18:12:57
3165354,96,49.57028794288635,2024-6-6--18:13:47
3165355,44,19.90910029411316,2024-6-6--18:14:7
3165356,14,6.499447822570801,2024-6-6--18:14:13
3165357,13,5.885638236999512,2024-6-6--18:14:19
3165358,3,0.8782844543457031,2024-6-6--18:14:20
3165359,20,8.337363719940186,2024-6-6--18:14:28
3165360,63,31.89657759666443,2024-6-6--18:15:0
3165361,83,63.335652112960815,2024-6-6--18:16:4
3165362,30,10.469839096069336,2024-6-6--18:16:14
3165363,84,37.065788984298706,2024-6-6--18:16:51
3165364,106,50.293410539627075,2024-6-6--18:17:42
3165365,39,17.786032915115356,2024-6-6--18:17:59
3165366,95,45.530192613601685,2024-6-6--18:18:45
3165367,69,38.05792474746704,2024-6-6--18:19:23
3165368,18,17.512315034866333,2024-6-6--18:19:40
3165369,11,5.371849536895752,2024-6-6--18:19:46
3165370,67,46.323349952697754,2024-6-6--18:20:32
3165371,69,64.3123893737793,2024-6-6--18:21:36
3165372,82,37.28754258155823,2024-6-6--18:22:14
3165373,6,2.2501590251922607,2024-6-6--18:22:16
3165374,54,37.042160511016846,2024-6-6--18:22:53
3165375,9,4.149388074874878,2024-6-6--18:22:57
3165376,6,2.235399007797241,2024-6-6--18:22:59
3165377,94,49.46338653564453,2024-6-6--18:23:49
3165378,65,54.410393714904785,2024-6-6--18:24:43
3165379,6,48.91615319252014,2024-6-6--18:25:32
3165380,91,42.640448570251465,2024-6-6--18:26:15
3165381,50,27.255714416503906,2024-6-6--18:26:42
3165382,22,25.553005695343018,2024-6-6--18:27:8
3165383,85,64.63620066642761,2024-6-6--18:28:12
3165384,67,32.68022537231445,2024-6-6--18:28:45
3165385,113,52.5146906375885,2024-6-6--18:29:37
3165386,7,3.229459285736084,2024-6-6--18:29:41
3165387,0,0.002758026123046875,2024-6-6--18:29:41
3165388,102,59.09239435195923,2024-6-6--18:30:40
3165389,2,0.6247847080230713,2024-6-6--18:30:40
